Date,GOOGL,AMZN,META,MSFT,AAPL
2022-10-27,91.9922103881836,110.95999908447266,97.64599609375,222.9072265625,143.2132568359375
2022-10-28,96.05216217041016,103.41000366210938,98.90221405029297,231.87266540527344,154.03335571289062
2022-10-31,94.27655792236328,102.44000244140625,92.8803482055664,228.19606018066406,151.6596221923828
2022-11-01,90.24653625488281,96.79000091552734,94.91421508789062,224.3031463623047,148.99911499023438
2022-11-02,86.75518035888672,92.12000274658203,90.2682113647461,216.36993408203125,143.44068908691406
2022-11-03,83.22392272949219,89.30000305175781,88.64310455322266,210.61907958984375,137.35809326171875
2022-11-04,86.36614990234375,90.9800033569336,90.51747131347656,217.6380615234375,137.09060668945312
2022-11-07,88.27142333984375,90.52999877929688,96.42967224121094,224.00823974609375,137.6255645751953
2022-11-08,88.68041229248047,89.9800033569336,96.18041229248047,224.9912872314453,138.20016479492188
2022-11-09,87.10430908203125,86.13999938964844,101.1654052734375,220.70516967773438,133.61331176757812
2022-11-10,93.70796966552734,96.62999725341797,111.53418731689453,238.8621826171875,145.50149536132812
2022-11-11,96.17186737060547,100.79000091552734,112.68073272705078,242.92218017578125,148.30514526367188
2022-11-14,95.46360778808594,98.48999786376953,113.87713623046875,237.45639038085938,146.89837646484375
2022-11-15,98.19685363769531,98.94000244140625,116.72855377197266,237.8692626953125,148.64195251464844
2022-11-16,98.6058349609375,97.12000274658203,112.89009857177734,238.3030242919922,147.40359497070312
2022-11-17,98.11705017089844,94.8499984741211,111.11544036865234,238.2537384033203,149.31564331054688
2022-11-18,97.18933868408203,94.13999938964844,111.7136459350586,237.80026245117188,149.8803253173828
2022-11-21,95.36386108398438,92.45999908447266,109.53022003173828,238.61851501464844,146.63087463378906
2022-11-22,96.8102798461914,93.19999694824219,111.10548400878906,241.55624389648438,148.78067016601562
2022-11-23,98.21680450439453,94.12999725341797,111.903076171875,244.07009887695312,149.66238403320312
2022-11-25,97.21926879882812,93.41000366210938,111.07556915283203,243.9813995361328,146.72994995117188
2022-11-28,95.81275939941406,93.94999694824219,108.45345306396484,238.33261108398438,142.87619018554688
2022-11-29,94.95487976074219,92.41999816894531,109.13141632080078,236.92288208007812,139.8546142578125
2022-11-30,100.74054718017578,96.54000091552734,117.74547576904297,251.52291870117188,146.6506805419922
2022-12-01,100.74054718017578,95.5,120.07846069335938,251.07928466796875,146.92808532714844
2022-12-02,100.19190979003906,94.12999725341797,123.11930084228516,251.40464782714844,146.43275451660156
2022-12-05,99.23428344726562,91.01000213623047,122.06248474121094,246.65298461914062,145.26376342773438
2022-12-06,96.7404556274414,88.25,113.77743530273438,241.64495849609375,141.5784149169922
2022-12-07,94.70549774169922,88.45999908447266,113.58799743652344,240.90560913085938,139.6267852783203
2022-12-08,93.47853088378906,90.3499984741211,114.98379516601562,243.8926544189453,141.32081604003906
